model_index,rmspe,tau
0,0.9130753925389538,1.224013838201862
0,0.9743843945770511,1.2248597101600192
0,0.949843514671651,1.2111838834756568
0,0.9808732685025751,1.2355269865115688
0,0.9500547645983595,1.2311361894809205
0,0.9758404101758191,1.2401316170119132
0,0.961902794624795,1.2391219386807841
0,0.967824006984344,1.2259263585341655
0,0.9376468475545237,1.2132752739060206
0,1.0982698711255652,1.2294959905279372
0,0.9415843562044789,1.2293236730062316
0,0.952547158879074,1.2351218886477104
0,0.9667750946411162,1.2151308910178384
0,0.9987618939097818,1.2292152413107196
0,0.9626899763992407,1.2247067570753358
0,0.9245339376989115,1.234355059179503
0,1.0425653815951623,1.212360626432373
0,0.9091264740423999,1.2281827103619414
0,0.9854209595983929,1.2349061743534573
0,0.9748634840028417,1.226863762771902
0,0.9474968919723616,1.2166489433917482
0,0.9625270056874317,1.2215949738826195
0,0.930769678263449,1.2344227605446951
0,0.9558037875826357,1.2306619649151873
0,1.0489517538116586,1.2234164124972056
0,0.9518451068667959,1.2297506709747474
0,0.9421324635691857,1.242532831160695
0,0.9651352242937552,1.2221671923730735
0,0.953966742861808,1.213396305781197
0,0.9985855653626394,1.2317397906118337
0,1.054947293485123,1.2417339153884066
0,0.9795105751857018,1.2320369431974216
0,0.9464555205055298,1.2296795775054357
0,0.9850515215711022,1.2208708287920347
0,0.9459121923429736,1.2224711214474329
0,0.9310694961326534,1.226612373771609
0,0.9412477792611145,1.2237479873492478
0,0.9512181593266437,1.2423286684956716
0,0.98555977414676,1.2363586450651354
0,0.94159195960063,1.220296092905513
0,1.0869052733616524,1.2182999663063485
0,0.9262267949427695,1.2269603988521776
0,0.9215286668252286,1.244369416520986
0,0.9671558815064069,1.2387522472436279
0,1.0014882319968212,1.2140785228723812
0,0.9765325329435561,1.2427719338367238
0,0.9361790913508904,1.2503456154511015
0,0.9722177434797113,1.2303760127812355
0,0.9568480762464224,1.1923611192979722
0,0.964306701224105,1.2518935124742339
0,1.0081062712001223,1.217242025667915
0,0.9579152351060672,1.2156075542826625
0,0.9714259913847229,1.2444130772850597
0,0.9772241745759044,1.2355849174203004
0,0.9579156070270934,1.2419930142308602
0,0.9300753403915722,1.227505791590231
0,0.9072607249543809,1.2193174741575625
0,0.9573041960559008,1.2267600326518588
0,1.0367322139682174,1.208815072538725
0,0.9483851113472966,1.2409679199076027
0,0.9582125825977084,1.2262875094916537
