model_index,rmspe,tau
0,0.9643815009910011,1.2440991654728053
0,1.1120112989567095,1.250928592485795
0,0.9429910559232115,1.2332944104432757
0,1.0008111181601744,1.209918331342266
0,0.9011934728072057,1.241517316378153
0,0.953649217793679,1.214673409844696
0,0.9527499866802732,1.2210883176836238
0,0.9021945511791123,1.2505759317788159
0,0.977350955619185,1.2121312003295683
0,0.9988458987562641,1.236295191798828
0,0.949118168340933,1.2049909627926705
0,0.9386675350166623,1.2296299196011222
0,0.9636960794926951,1.2457737644848252
0,0.9629128145163074,1.2340727195206627
0,0.9567986028190912,1.2412558709630084
0,0.959860469531979,1.231175239302471
0,1.0261521386073797,1.252023760248496
0,0.9798792184988042,1.2372365258383717
0,0.9175408698780603,1.2086949400986289
0,1.0379828464860927,1.2047370943761748
0,0.9942046181770345,1.232212863084926
0,0.9220542176848565,1.2186653282572395
0,1.040270093968999,1.2106137510118307
0,0.9397093023484949,1.2398409590004698
0,0.9856955986317084,1.2473117353074947
0,0.9972495339993476,1.2341980741455325
0,0.9638809487372455,1.2142400313587054
0,0.9204327735090119,1.2278322137471382
0,0.9449548679603608,1.2269191313955534
0,0.9488468415024415,1.2294875602010271
0,0.9552844652969218,1.2145071516432877
0,0.9609258146457696,1.2365226940753435
0,0.950405409526596,1.2080211325052046
0,0.944900145226594,1.2343557042729312
0,1.0352752643054266,1.2256635498389765
0,0.9459433120859332,1.2210439840006913
0,0.9423533265919245,1.2402045425353208
0,0.988316129476886,1.2379493600119298
0,0.9563182313588144,1.217969678116736
0,0.9683524707328642,1.2509131213779816
0,1.006368387682375,1.2166992075677405
0,0.9900642874553549,1.2313750361556368
0,0.9782931925182908,1.2399370276041475
0,0.9387598705985359,1.212130419145526
0,0.9404768916416483,1.2600062699521528
0,0.9511901476767872,1.2284756074626149
0,1.0276705032873195,1.2424645419988043
0,0.9352465895032102,1.228475867190174
0,0.9293879180242316,1.2299582279281933
0,0.9572027941682747,1.233092681332445
0,0.9314247648913645,1.2312772959976497
0,0.9449277597070397,1.2357372837720966
0,1.0484232740906618,1.2133749620283514
0,0.9340928234232803,1.2246195583641544
0,0.9649492799887475,1.2382620652669791
0,0.9889567305534057,1.2303772155492168
0,0.9473933449245594,1.235015558085137
0,1.0073689088309317,1.233596503850194
0,0.9350067752363064,1.2215437139924705
0,0.9625992576319882,1.2218423328630947
0,0.9428050311668053,1.2287763724634977
0,0.9083764608573526,1.2240196323943262
0,0.9448969237438184,1.224548263451339
0,0.9348582526080117,1.2308356094306832
0,0.9564339831668608,1.242605402971133
0,0.9644086544912309,1.2335475743765547
0,1.0025442070263575,1.2281359776218845
0,1.048203984542282,1.2349985513867718
0,0.9679820483213164,1.2160023607075598
0,0.9877014577295096,1.2228976519455668
0,0.9997566794951831,1.2259063624351305
0,0.9956718531340331,1.2152035379144763
0,0.9561988282851287,1.2601677389073347
0,0.9598184749384403,1.2391036062458307
0,1.081174118918311,1.2269428800755926
0,0.9319927789107031,1.2198125821859258
0,0.9173425303299397,1.2318687867885045
0,0.940380612780121,1.22771635673664
0,0.9311329967929484,1.22808790476864
0,0.9629045222961096,1.2013385851784635
0,0.9453151690787025,1.215932112973259
0,0.9501157180548551,1.2433571818494062
0,1.06174720695844,1.2446926303810901
0,0.991122222472973,1.2299430534068445
0,0.9385021962578725,1.229740176923789
0,0.9344708369452773,1.219866239446196
0,0.9676601984712607,1.2248932361412928
0,0.9465252705289684,1.2189295656393373
0,0.9816057272222986,1.2352768898027502
0,0.9520869827279471,1.2253280646576044
0,0.9495094641422547,1.210938495103864
0,1.0941812853816932,1.2388885177396078
0,0.9803117663400701,1.220639205022847
0,1.0035940382610042,1.2329533335829055
0,0.9121808105988601,1.21758304817035
0,0.9467088394812335,1.2041860987637527
0,0.9431682127622866,1.2433420158822044
0,0.929066070901084,1.2204644840455794
0,0.9235054766631074,1.2301731545130954
0,0.9868701277258168,1.2494564091311573
0,1.0120964245660553,1.2351359464288163
0,0.9315021329354588,1.2445029908018437
0,0.9817893771412648,1.2281772805477416
0,0.9782674887052929,1.2211937857575614
0,0.9337192233822651,1.2281124845219733
0,1.034581476808796,1.235334961391891
0,0.9590642374863038,1.233795602414232
0,0.9389350835448758,1.2137653611048265
0,0.9544864068484907,1.2262479745030335
0,0.9850937974787861,1.2266851112137187
0,0.9541551267486129,1.2159058195485795
0,1.0829440827245995,1.2383682323217535
0,0.9275985348831559,1.2344104467503483
0,0.9420774467725306,1.217677660124079
0,0.9471133268936796,1.2272253735373253
0,0.9557173966415052,1.2321581052651025
0,0.9507580390495446,1.2153873571235518
0,0.9920471114789885,1.2218115470317923
0,0.9752151123867394,1.2388693059710034
0,0.9894074756169661,1.2372937392851362
0,0.9258381348057002,1.2227962491623123
0,0.9352550306576334,1.2396970500568516
0,0.9462151899683467,1.2223131275304395
0,0.9546696714422841,1.2258234841503628
0,0.9917538131746793,1.2353598343787062
0,0.9528681252942225,1.2350668703428338
0,0.983078869194355,1.2397158264502834
0,1.071851734946366,1.2239449066407495
0,0.9391223008803555,1.2152876346680215
0,0.9970318865153909,1.217142338399294
0,0.9727689216907864,1.2078178493953289
0,0.9009505132063883,1.2115670946480752
0,0.9774626288846359,1.2369187048633417
0,0.8865132889691334,1.2376235530339366
0,1.0462893677122656,1.219342044181502
0,0.9787393827978536,1.2438491233768445
0,0.9958267677096525,1.2409909692359384
0,1.0082514111132723,1.2449167557078586
0,0.9775201551966769,1.2243076662332069
0,0.9430034820107898,1.2234162711293024
0,0.9795012140739275,1.2170502656558873
0,1.018777040817908,1.2225685421400918
0,0.9594969602220383,1.2369044103666245
0,0.9670358506067586,1.2099173269921788
0,0.9799734525094541,1.2239861091617745
0,0.9672203059853137,1.2331786227955355
